DURATION:30-34 months	P32M
DATE:27/7/62	2062-07-27
DATE:7/8/1997	1997-08-07
DATE:26.9.63	2063-09-26
DATE:19/7/1984	1984-07-19
DURATION:2 months	P2M
TIME:4.45 on 23.9.14	2014-09-23T16:45
DATE:4/3/2063	2063-03-04
DATE:4.10.63	2063-04-10
DATE:11.6.64	2064-11-06
DATE:2056	2056
DATE:23.8.63	2063-08-23
DATE:24th of March 2064	2064-03-24
DATE:9.6.64	2064-06-09
DATE:17/6/1982	1982-06-17
DATE:5/3/64	2064-05-03
DATE:12/8/2064	2064-08-12
DATE:4/7/2063	2063-07-04
DATE:27/5/2063	2063-05-27
DATE:10/3/2064	2064-10-03
TIME:2.15pm on 25.06.14	2014-06-25T14:15
DATE:23/4/1994	1994-04-23
TIME:07/03/2013 at 16:20	2013-03-07T16:20
DURATION:22 year	P22Y
TIME:04/04/2013 at 15:02	2013-04-04T15:02
DATE:21.5.64	2064-05-21
DURATION:32-36 week	P34W
DATE:28/8/2063	2063-08-28
DATE:13/2/2064	2064-02-13
TIME:14/01/2013 at 09:03	2013-01-14T09:03
DATE:30/5/64	2064-05-30
DATE:22/10/64	2064-10-22
DATE:13/12/1991	1991-12-13
DURATION:6 days	P6D
TIME:5pm on 16.5.13	2013-05-16T17:00
DATE:2062	2062
DATE:22/7/64	2064-07-22
DATE:7/4/2065	2065-04-07
SET:three times => R3
DATE:13.9.63	2063-09-13
DATE:9/2/63	2063-09-02
DATE:11.7.62	2062-11-07
DURATION:19-22 dys	P20.5D
TIME:04/11/2014 at 08:45	2014-11-04T08:45
DATE:13/5/63	2063-05-13
DATE:5/4/1989	1989-04-05
DATE:9.1.64	2064-01-09
DATE:28.9.63	2063-09-28
DATE:1.6.64	2064-06-01
TIME:16/12/2013 at 17:05	2013-12-16T17:05
DATE:12/12/1987	1987-12-12
DATE:2.5.2064	2064-02-05
DATE:10.11.62	2062-10-11
DATE:19.7.63	2063-07-19
TIME:13/09/2012 at 12:25	2012-09-13T12:25
DATE:16.3.65	2065-03-16
TIME:19/12/2013 at 18:00	2013-12-19T18:00
DATE:19.11.63	2063-11-19
DATE:3/9/64	2064-09-03
DURATION:17 week	P17W
TIME:31/10/2012 at 10:05	2012-10-31T10:05
TIME:21/02/2013 at 15:46	2013-02-21T15:46
TIME:11/07/2012 at 09:10	2012-07-11T09:10
DATE:now	2065-07-30
DATE:5/12/64	2064-12-05
DATE:3.7.62	2062-07-03
TIME:27/05/2013 at 08:58	2013-05-27T08:58
DATE:3/2/2063	2063-03-02
DURATION:39-43 weeks	P41W
DATE:24.5.63	2063-05-24
DATE:21/9/2002	2002-09-21
DURATION:10 day	P10D
DATE:6.11.63	2063-06-11
DATE:27/10/2032	2032-10-27
DATE:8/4/63	2063-04-08
DATE:4/8/65	2065-04-08
TIME:27/11/2014 at 10:22	2014-11-27T10:22
TIME:18/03/2013 at 09:13	2013-03-18T09:13
TIME:11/02/2014 at 08:09	2014-02-11T08:09
TIME:at 5.45pm 20/8/13	2013-08-20T17:45
DATE:8.5.64	2064-08-05
DURATION:48 weeks	P48W
DURATION:30 months	P30M
DATE:7.3.63	2063-07-03
DATE:24/2/1994	1994-02-24
DURATION:21-22 weeks	P21.5W
DURATION:11-13 yrs	P12Y
DURATION:27-28 yr	P27.5Y
DATE:29/6/2018	2018-06-29
DATE:7/12/62	2062-12-07
TIME:at 4.38 on 29.07.13	2013-07-29T04:38
DATE:8/9/63	2063-08-09
SET:once => R1
DATE:3/3/63	2063-03-03
DATE:18/12/2064	2064-12-18
TIME:10.20am	T10:20
DATE:19.6.63	2063-06-19
DURATION:seven week	P7W
DATE:14/8/1988	1988-08-14
DATE:20/8/2064	2064-08-20
DURATION:17 wks	P17W
DATE:11/12/64	2064-11-12
DATE:3/10/63	2063-03-10
TIME:22/05/2014 at 14:56	2014-05-22T14:56
DATE:27/6/1988	1988-06-27
TIME:01/08/2012 at 19:33	2012-08-01T19:33
TIME:06.08.13 at 6.00pm	2013-08-06T18:00
TIME:4:10pm on 10.3.14	2014-03-10T16:10
TIME:1635hr on 21/5/12	2012-05-21T16:35
TIME:30/08/2012 at 09:19	2012-08-30T09:19
DATE:20/8/62	2062-08-20
DATE:9/8/63	2063-08-09
DATE:12.10.62	2062-10-12
DATE:19/9/2064	2064-09-19
DATE:24/6/2015	2015-06-24
DATE:25/6/1995	1995-06-25
DATE:16.10.64	2064-10-16
DATE:6/11/2064	2064-06-11
DURATION:25 mths	P25M
DATE:11/9/2002	2002-11-09
TIME:10am on 20.9.12	2012-09-20T10:00
DATE:7.12.63	2063-07-12
TIME:10am on 15.01.13	2013-01-15T10:00
DATE:4/5/64	2064-04-05
TIME:at 1:25pm on 20.6.12	201-06-20T13:25
TIME:29/05/2013 at 16:13	2013-05-29T16:13
SET:eight times => R8
DATE:11/8/2063	2063-11-08
DATE:21/10/64	2064-10-21
DATE:30.7.63	2063-07-30
DATE:20/2/2063	2063-02-20
DATE:26.8.63	2063-08-26
DATE:13.9.64	2064-09-13
DATE:24/5/63	2063-05-24
DATE:8/61	2061-08
TIME:2.15 pm on 9.2.15	2015-02-09T14:15
DATE:18.2.63	2063-02-18
TIME:05/07/2013 at 15:35	2013-07-05T15:35
DURATION:11-13 week	P12W
DATE:14.4.65	2065-04-14
DURATION:44-46 month	P45M
TIME:10/07/2013 at 14:38	2013-07-10T14:38
DATE:17/9/64	2064-09-17
DATE:21/11/2064	2064-11-21
TIME:28/05/2012 at 08:12	2012-05-28T08:12
DATE:23/9/2064	2064-09-23
DATE:4/5/1989	1989-04-05
DATE:23.7.63	2063-07-23
DATE:15/1/2063	2063-01-15
TIME:27.05.14 at 12:10pm	2014-05-27T12:10
DATE:6/12/2063	2063-06-12
DATE:13/4/2063	2063-04-13
DATE:27/10/64	2064-10-27
DATE:9/8/2036	2036-09-08
TIME:12.12hrs on 24/7/14	2014-07-24T12:12
DATE:16.2.62	2062-02-16
TIME:17:00 on 27/8/14	2014-08-27T17:00
TIME:15/10/2012 at 15:52	2012-10-15T15:52
DATE:30.1.63	2063-01-30
DURATION:11 yrs	P11Y
DATE:17/1/2015	2015-01-17
DATE:6/2/63	2063-02-06
DATE:20.6.63	2063-06-20
DATE:7/2/63	2063-07-02
DATE:17.6.64	2064-06-17
TIME:at 15:10 on 1/5/13	2013-05-01T15:10
TIME:28/08/2013 at 15:25	2013-08-28T15:25
TIME:17/06/2014 at 13:00	2014-06-17T13:00
DURATION:37 yrs	P37Y
TIME:15/07/2014 at 15:30	2014-07-15T15:30
TIME:11/03/2013 at 10:59	2013-03-11T10:59
DATE:5/1/64	2064-01-05
DURATION:22-23 yrs	P22.5Y
DATE:28.4.63	2063-04-28
DATE:25/7/1995	1995-07-25
DATE:1/10/1998	1998-01-10
DATE:8/4/64	2064-08-04
DATE:12.7.63	2063-07-12
DURATION:17-20 year	P18.5Y
TIME:16:50pm on 17th of September 2013	2013-09-17T16:50
DATE:15.4.64	2064-04-15
DATE:26/2/2062	2062-02-26
TIME:08/04/2013 at 15:07	2013-04-08T15:07
DATE:25.1.64	2064-01-25
TIME:12/02/2013 at 09:04	2013-02-12T09:04
DATE:30/6/2064	2064-06-30
DATE:30/1/2004	2004-01-30
DATE:25.9.62	2062-09-25
DATE:30.7.2063	2063-07-30
DURATION:35 weeks	P35W
DATE:9/3/2036	2036-09-03
DURATION:10 dys	P10D
DURATION:3 dys	P3D
TIME:13/10/2014 at 10:18	2014-10-13T10:18
DATE:1/5/2003	2003-05-01
DATE:4/10/62	2062-10-04
TIME:21/08/2014 at 16:42	2014-08-21T16:42
DATE:16/1/2022	2022-01-16
DATE:6/9/2064	2064-06-09
DATE:3.12.64	2064-12-03
DATE:27/11/63	2063-11-27
TIME:14/08/2014 at 18:45	2014-08-14T1*;45
DATE:27/8/64	2064-08-27
DURATION:35 day	P35D
DATE:17/10/2002	2002-10-17
DATE:24/9/2063	2063-09-24
DATE:29.10.64	2064-10-29
DATE:19/3/63	2063-03-19
TIME:18/06/2014 at 16:34	2014-06-18T16:34
DURATION:25 day	P25D
DURATION:ten days	P10D
DATE:3/12/62	2062-12-03
DURATION:5 wk	P5W
DATE:28/8/2003	2003-08-28
DATE:9/2/2064	2064-09-02
TIME:9:29am 15.10.13	2013-10-15T09:29
TIME:11:19am on 19/5/14	2014-05-19T11:19
TIME:23/10/2014 at 15:59	2014-10-23T15:59
SET:five times => R5
DATE:21.4.65	2065-04-21
DATE:17.5.63	2063-05-17
TIME:05/12/2013 at 13:17	2013-12-05T13:17
DATE:14/8/2064	2064-08-14
TIME:08/07/2014 at 10:45	2014-07-08T10:45
DATE:29/11/2007	2007-11-29
DATE:1.10.62	2062-10-01
DATE:28/1/2063	2063-01-28
TIME:2.00pm on 5/3/13	2013-03-05T14:00
TIME:27/06/2013 at 16:09	2013-06-27T16:09
DATE:29/7/2064	2064-07-29
TIME:10/06/2012 at 06:48	2012-06-10T06:48
DATE:16/6/2064	2064-06-16
TIME:16/06/2014 at 16:25	2014-06-16T16:25
TIME:10:15am on 19.8.14	2014-08-19T10:15
DATE:22/11/2002	2002-11-22
DATE:11.6.63	2063-06-11
DATE:8/8/1997	1997-08-08
TIME:2.46pm on 15.09.2014	2014-09-15T14:46
DATE:28/12/62	2062-12-28
DATE:13/11/2012	2012-11-13
DURATION:34 months	P34M
DURATION:19-24 yr	P21.5Y
DATE:1.10.64	2064-10-01
DATE:22/1/2064	2064-01-22
DATE:22/10/2063	2063-10-22
DATE:14.8.64	2064-08-14
DATE:18/4/2001	2001-04-18
DATE:3.4.63	2063-03-04
DATE:07-Aug-13	2063-10-09
DATE:29/4/2016	2016-04-29
DATE:5/7/64	2064-05-07
DATE:24/10/2008	2008-10-24
DATE:30/12/2023	2023-12-30
DATE:22/11/2062	2062-11-22
DATE:7.11.63	2063-11-07
DATE:27.8.2062	2062-08-27
DATE:10.1.63	2063-10-01
DATE:25/2/63	2063-02-25
TIME:09/07/2012 at 09:14	2012-07-09T09:14
DATE:3/3/64	2064-03-03
DATE:2.4.63	2063-02-04
DATE:5/6/1993	1993-05-06
TIME:16/07/2012 at 08:21	2012-07-16T08:21
DURATION:two weeks	P2W
DURATION:22-23 year	P22.5Y
DURATION:17 year	P17Y
TIME:29/07/2013 at 15:53	2013-07-29T15:53
DATE:5/9/63	2063-09-05
DATE:16/1/2063	2063-01-16
DURATION:10-14 days	P12D
TIME:11/08/2014 at 09:23	2014-08-11T09:23
DURATION:25-29 days	P27D
DATE:22/4/2063	2063-04-22
DATE:13/8/64	2064-08-13
DATE:30/5/2064	2064-05-30
DURATION:32 wk	P32W
DATE:13/9/2064	2064-09-13
DATE:29/10/64	2064-10-29
DATE:24/1/2014	2014-01-24
DATE:23.12.63	2063-12-23
TIME:5.6.14 at 10.40am	2014-06-05T10:40
DATE:25/7/1984	1984-07-25
DATE:8/1/2064	2064-01-08
DATE:20.11.63	2063-11-20
DATE:22/8/62	2062-08-22
DATE:16.12.64	2064-12-16
TIME:17:25 on 27/8/14	2014-08-27T17:25
DATE:22/10/63	2063-10-22
DATE:13.10.64	2064-10-13
DATE:6.2.64	2064-02-06
DATE:19/8/64	2064-08-19
TIME:10:30am on 3.12.14	2014-12-03T10:30
TIME:25/07/2012 at 19:49	2012-07-25T19:49
TIME:30/11/2012 at 11:33	2012-11-30T11:33
TIME:14:30 on 9.3.15	2015-03-09T14:30
DATE:13.11.62	2062-11-13
DATE:26/9/2064	2064-09-26
DATE:25.9.64	2064-09-25
DATE:6/9/64	2064-06-09
DATE:20.9.64	2064-09-20
DATE:26.11.64	2064-11-26
DATE:3/9/2007	2007-09-03
DATE:17/7/1990	1990-07-17
DATE:27/4/1985	1985-04-27
DATE:3.1.64	2064-03-01
TIME:08/05/2013 at 22:31	2013-05-08T22:31
DATE:30/6/64	2064-06-30
DURATION:31 week	P31W
DURATION:11-13 weeks	P12W
DATE:19/4/2002	2002-04-19
DATE:26/2/63	2063-02-26
DATE:26.9.64	2064-09-26
SET:four times => R4
TIME:20/08/2014 at 14:42	2014-08-20T14:42
DATE:6/6/63	2063-06-06
DATE:29/1/2063	2063-01-29
TIME:16/05/2013 at 08:59	2013-05-16T08:59
DATE:24/11/64	2064-11-24
TIME:16/05/2014 at 14:45	2014-05-16T14:45
DATE:20.4.64	2064-04-20
DATE:7/9/63	2063-07-09
TIME:14.00 on 6/6/13	2013-06-06T14:00
DURATION:19 year	P19Y
DATE:19.8.64	2064-08-19
DATE:24/3/1980	1980-03-24
DATE:5/12/2065	2065-05-12
DATE:9/8/2005	2005-09-08
TIME:15/10/2013 at 12:49	2013-10-15T12:49
DATE:29.10.62	2062-10-29
DATE:11/7/2063	2063-11-07
DATE:18/7/1990	1990-07-18
TIME:15/07/2014 at 11:31	2014-07-15T11:31
DATE:5/2/2039	2039-05-02
DURATION:17-20 years	P18.5Y
DATE:16/7/2033	2033-07-16
DATE:1/5/2064	2064-01-05
DATE:7/8/63	2063-07-08
DATE:July 2062	2062-07
DURATION:34-39 dys	P36.5D
DATE:12/2/1994	1994-12-02
TIME:17.20 on 6.3.2013	2013-03-06T17:20
TIME:08/08/2013 at 18:16	2013-08-08T18:16
DATE:25/7/2064	2064-07-25
DATE:24/12/64	2064-12-24
DATE:28/8/2008	2008-08-28
DURATION:17-20 yrs	P18.5Y
TIME:04/07/2012 at 13:47	2012-07-04T13:47
DURATION:24-29 yrs	P26.5Y
DATE:27/3/1998	1998-03-27
DATE:12/5/2018	2018-12-05
DATE:22/6/1998	1998-06-22
DATE:15.2.62	2062-02-15
DURATION:32-36 wks	P34W
DATE:28/4/63	2063-04-28
DATE:24/1/2002	2002-01-24
DATE:27/11/64	2064-11-27
DATE:11/5/2065	2065-05-11
DATE:10/10/62	2062-10-10
TIME:9:35am on 28.5.12	2012-05-28T09:35
TIME:09/08/2012 at 09:03	2012-08-09T09:03
TIME:18/02/2015 at 20:10	2015-02-18T20:10
DATE:23/4/1989	1989-04-23
DATE:5.1.64	2064-01-05
DATE:18.12.63	2063-12-18
DATE:1/9/1994	1994-01-09
DATE:3/10/2007	2007-10-03
DATE:6.2.63	2063-06-02
DATE:21/5/63	2063-05-21
DATE:2/7/62	2062-02-07
TIME:05/02/2015 at 10:12	2015-02-05T10:12
DURATION:17-22 wk	P19.5W
TIME:4.10pm on 09.07.13	2013-07-09T16:10
DATE:24/4/2004	2004-04-24
DATE:24/8/2003	2003-08-24
DATE:23/1/63	2063-01-23
DURATION:21-22 wks	P21.5W
DATE:20.5.63	2063-05-20
DURATION:one month	P1M
DURATION:19 dy	P19D
DURATION:3 yrs	P3Y
DURATION:44 mth	P44M
DURATION:6 dy	P6D
DATE:19/6/63	2063-06-19
DATE:1/6/2029	2029-06-01
DATE:24/2/2024	2024-02-24
DATE:15.8.63	2063-08-15
DATE:5.2.65	2065-05-02
DATE:9/1/2027	2027-01-09
DATE:13/8/2063	2063-08-13
DATE:2/10/2062	2062-10-02
DATE:3/2/63	2063-03-02
DATE:3/7/2007	2007-07-03
DURATION:10-14 dys	P12D
DATE:23/12/2063	2063-12-23
DURATION:20 mths	P20M
DATE:6/2/1989	1989-02-06
DURATION:25-30 month	P27.5M
DATE:29/12/1992	1992-12-29
TIME:30/04/2013 at 09:27	2013-04-30T09:27
DURATION:44 months	P44M
DATE:7/3/2003	2003-07-03
DATE:30/4/2039	2039-04-30
TIME:21/03/2014 at 08:19	2014-03-21T08:19
DURATION:32-36 wk	P34W
DATE:22/2/62	2062-02-22
DURATION:19 yrs	P19Y
DATE:22 April 2063	2063-04-22
DATE:9/11/62	2062-09-11
DATE:21/4/63	2063-04-21
TIME:29/05/2014 at 13:45	2014-05-29T13:45
DATE:19.11.64	2064-11-19
TIME:08/03/2013 at 15:54	2013-03-08T15:54
DATE:19/11/64	2064-11-19
DATE:17/9/2063	2063-09-17
TIME:21/03/2013 at 15:46	2013-03-21T15:46
DATE:6.11.62	2062-11-06
DURATION:30-34 mths	P32M
DATE:21/1/1993	1993-01-21
TIME:02/09/2014 at 11:42	2014-09-02T11:42
DATE:8.8.62	2062-08-08
DATE:9/10/2063	2063-09-10
DATE:14/11/64	2064-11-14
DATE:13/2/1992	1992-02-13
DATE:26/8/1994	1994-08-26
DURATION:6-11 dy	P8.5D
DATE:24.4.63	2063-04-24
DATE:2055	2055
DATE:24/7/64	2064-07-24
DURATION:22 yr	P22Y
DATE:11/9/2063	2063-09-11
DURATION:37-38 days	P37.5D
DATE:17/4/1993	1993-04-17
DATE:25.3.64	2064-03-25
DATE:23/7/2064	2064-07-23
DURATION:30 mths	P30M
TIME:13:50pm, 25th of September 2013	2013-09-25T13:50
DATE:22/6/1989	1989-06-22
TIME:04/04/2014 at 14:12	2014-04-04T14:12
DURATION:five weeks	P5W
DATE:8/9/2036	2036-09-08
DATE:9.2.63	2063-09-02
TIME:10.14am on 17/4/13	2013-04-17T10:14
TIME:12/06/2014 at 08:47	2014-06-12T08:47
DATE:18/2/2063	2063-02-18
DATE:21/11/1992	1992-11-21
DURATION:3 yr	P3Y
DURATION:19 years	P19Y
TIME:14/07/2014 at 08:07	2014-07-14T08:07
DURATION:48 week	P48W
DATE:22/7/2063	2063-07-22
DATE:22/11/1994	1994-11-22
TIME:03/06/2014 at 16:59	2014-06-03T16:59
DATE:24/8/1990	1990-08-24
DATE:8/4/1984	1984-04-08
DATE:18/4/2065	2065-04-18
DATE:18.7.63	2063-07-18
DATE:9.5.63	2063-05-09
TIME:25/06/2014 at 12:36	2014-06-25T12:36
TIME:19/06/2014 at 09:53	2014-06-19T09:53
DATE:5/10/1997	1997-05-10
TIME:09/09/2014 at 13:30	2014-09-09T13:30
DATE:22.8.64	2064-08-22
DURATION:20 years	P20Y
TIME:10.45am on 31.10.2012	2012-10-31T10:45
TIME:15:20pm on 12/8/14	2014-08-12T15:20
DATE:29/5/2064	2064-05-29
DATE:31-01-14	2064-03-03
DATE:20/7/2010	2010-07-20
DATE:17.3.63	2063-03-17
DATE:30/12/2064	2064-12-30
DATE:21/1/2064	2064-01-21
DATE:10/9/2063	2063-10-09
DATE:26/5/64	2064-05-26
TIME:25/07/2013 at 13:58	2013-07-25T13:58
TIME:10:15am on 4/4/14	2014-04-04T10:15
DATE:10/11/63	2063-10-11
DATE:7/3/2008	2008-07-03
DATE:18/12/2063	2063-12-18
DATE:6/8/1999	1999-08-06
DATE:26.12.64	2064-12-26
DATE:2/12/2005	2005-12-02
DATE:25/8/64	2064-08-25
DATE:6/11/2063	2063-11-06
TIME:18/02/2013 at 09:16	2013-02-18T09:16
DATE:30/11/1992	1992-11-30
DATE:3/9/2064	2064-09-03
DATE:5/4/1999	1999-04-05
DATE:29/12/64	2064-12-29
TIME:15/01/2013 at 23:59	2013-01-15T23:59
DATE:11/2/2064	2064-02-11
DATE:25/1/2026	2026-01-25
TIME:20/03/2015 at 18:07	2015-03-20T18:07
TIME:12/06/2013 at 15:24	2013-06-12T15:24
DATE:2/7/2062	2062-07-02
DATE:27.9.63	2063-09-27
TIME:23/01/2013 at 16:39	2013-01-23T16:39
TIME:07/08/2014 at 12:00	2014-08-07T12:00
DURATION:17-22 wks	P19.5W
TIME:02/11/2014 at 12:32	2014-11-02T12:32
DATE:24/5/2009	2009-05-24
DATE:9/4/64	2064-09-04
DATE:9.10.63	2063-10-09
DATE:20.2.2062	2062-02-20
DATE:9/1/2004	2004-09-01
TIME:20/11/2014 at 12:09	2014-11-20T12:09
DURATION:1-4 month	P2.5M
DATE:10/1/1975	1975-10-01
DATE:14/7/1993	1993-07-14
DURATION:2 wk	P2W
DATE:14/10/2064	2064-10-14
DATE:14/5/2063	2063-05-14
DATE:6/3/64	2064-06-03
TIME:26/03/2013 at 17:05	2013-03-26T17:05
TIME:on 06.08.13 at 6.00pm	2013-08-06T18:00
DATE:14.8.2062	2062-08-14
DATE:5/11/64	2064-11-05
DATE:27/5/63	2063-05-27
DATE:6.5.65	2065-05-06
DATE:6/2/2008	2008-06-02
DATE:27/11/2003	2003-11-27
DATE:27.9.62	2062-09-27
DATE:26/9/62	2062-09-26
DURATION:22-23 yr	P22.5Y
TIME:at 1:58pm on 14.11.12	2012-11-14T13:58
DATE:26/12/2064	2064-12-26
DURATION:44-46 mths	P45M
TIME:18/03/2014 at 12:10	2014-03-18T12:10
DATE:3.7.64	2064-07-03
TIME:21/10/2014 at 14:15	2014-10-21T14:15
DATE:15/7/1990	1990-07-15
DATE:11/6/2064	2064-06-11
DATE:18.9.62	2062-09-18
DATE:26.3.63	2063-03-26
TIME:15/03/2013 at 09:22	2013-03-15T09:23
DATE:22/5/64	2064-05-22
DURATION:46-50 day	P48D
TIME:2:15pm on the 25th of September 2013	2013-09-25T14:15
DATE:7.9.2063	2063-09-07
DATE:5/12/1997	1997-12-05
TIME:3:30 on 15.07.13	2013-07-15T03:30
DURATION:25-30 months	P27.5M
DATE:26/10/1983	1983-10-26
DATE:8/10/2063	2063-10-08
TIME:18/02/2014 at 13:49	2014-02-18T13:49
DATE:12/6/63	2063-06-12
DATE:22/10/2064	2064-10-22
DATE:6/1/2063	2063-06-01
TIME:15/04/2013 at 14:48	2013-04-15T14:48
DATE:8/9/64	2064-08-09
DATE:16/11/62	2062-11-16
DATE:2058	2058
TIME:25/05/2012 at 14:07	2012-05-25T14:07
DATE:19/6/2063	2063-06-19
DATE:15/10/64	2064-10-15
DATE:2.9.64	2064-09-02
DATE:13/5/65	2065-05-13
DURATION:15 years	P5Y
DATE:15/8/62	2062-08-15
DURATION:35-37 dy	P36D
TIME:05/06/2012 at 12:07	2012-06-05T12:07
DATE:28/8/64	2064-08-28
DATE:3/8/1981	1981-08-03
DATE:23/4/2018	2018-04-23
DURATION:39-43 week	P41W
DURATION:35-37 day	P36D
TIME:16/07/2013 at 18:22	2013-07-16T18:22
TIME:31/08/2012 at 10:43	2012-08-31T10:43
TIME:11.20am	T11:20
DATE:21/5/1980	1980-05-21
TIME:12.46pm on 29/1/13	2013-01-29T12:46
DURATION:3-7 year	P5Y
DATE:8.11.62	2062-11-08
DATE:15/8/2064	2064-08-15
DATE:23.11.62	2062-11-23
DATE:4.7.2064	2064-07-04
DATE:11/10/2062	2062-10-11
TIME:25/03/2013 at 15:42	2013-03-25T15:42
DATE:29.5.65	2065-05-29
DATE:23/12/2028	2028-12-23
DATE:26/7/1984	1984-07-26
TIME:09/09/2014 at 16:38	2014-09-09T16:38
DATE:5.3.2063	2063-05-03
DATE:7/4/2063	2063-07-04
DATE:15/8/64	2064-08-15
DURATION:19 yr	P19Y
DATE:23/5/63	2063-05-23
TIME:15/07/2014 at 12:05	2014-07-15T12:05
DATE:26/7/1972	1972-07-26
DURATION:30-34 mth	P32M
DATE:10/3/1978	1978-10-03
DATE:25/12/1993	1993-12-25
DATE:20/3/63	2063-03-20
DATE:28/7/2064	2064-07-28
TIME:04/07/2013 at 15:45	2013-07-04T15:45
DATE:13/9/62	2062-09-13
TIME:21/05/2014 at 15:55	2014-05-21T15:55
DURATION:10-14 dy	P12D
DATE:20/4/2063	2063-04-20
TIME:1245Hrs on 27.2.14	2014-02-27T12:45
TIME:10:50am on 10/6/14	2014-06-10T10:50
DATE:3/9/63	2063-09-03
DATE:28/9/2062	2062-09-28
DATE:18/9/63	2063-09-18
DATE:10.11.63	2063-10-11
DURATION:5 weeks	P5W
DATE:22/5/2063	2063-05-22
DATE:26/10/2006	2006-10-26
DATE:28/1/64	2064-01-28
DATE:3.4.64	2064-03-04
DATE:2/6/64	2064-06-02
DATE:11.8.2063	2063-11-08
DATE:6/5/64	2064-06-05
DATE:11.2.63	2063-11-02
TIME:04/12/2013 at 12:00	2013-12-04T12:00
DATE:30/10/64	2064-10-30
DATE:8/7/62	2062-08-07
TIME:10:15am on 22.7.14	2014-07-22T10:15
DATE:3/8/2006	2006-03-08
TIME:at 3.36pm on 0408.13	2013-04-08T15:36
DATE:9/10/2062	2062-10-09
TIME:15/01/2013 at 13:00	2013-01-15T13;00
TIME:23/05/2013 at 10:50	2013-05-23T10:50
DATE:20/8/63	2063-08-20
TIME:01/07/2013 at 09:01	2013-07-01T09:01
DATE:7/5/64	2064-05-07
DATE:13/8/2064	2064-08-13
DURATION:11 yr	P11Y
DATE:8/10/62	2062-08-10
DATE:10.2.62	2062-10-02
DATE:27/1/2064	2064-01-27
DATE:3/10/1986	1986-03-10
DATE:10.8.63	2063-10-08
DATE:15.9.62	2062-09-15
TIME:12/08/2013 at 20:08	2013-08-12T20:08
DATE:1/7/2062	2062-07-01
DATE:21/11/64	2064-11-21
DURATION:31 wks	P31W
DURATION:19-24 yrs	P21.5Y
DATE:26.7.63	2063-07-26
TIME:24/05/2012 at 14:58	2012-05-24T14:58
DATE:14.5.63	2063-05-14
DATE:20/9/2063	2063-09-20
DATE:25/1/1991	1991-01-25
DATE:29/9/2009	2009-09-29
DATE:8/9/1998	1998-09-08
DURATION:34 dy	P34D
DATE:17/6/2064	2064-06-17
DATE:30/4/1981	1981-04-30
DATE:24/6/64	2064-06-24
TIME:21/02/2013 at 09:02	2013-02-21T09:02
DATE:17/5/2033	2033-05-17
DURATION:23yrs	P23Y
DURATION:20 months	P20M
TIME:27/02/2014 at 11:04	2014-02-27T11:04
DURATION:11 year	P11Y
TIME:30/05/2013 at 16:00	2013-05-30T16:00
DURATION:7 week	P7W
TIME:1217Hrson 27.2.14	2014-02-27T12:17
DATE:3 May 2063	2063-05-03
DATE:24/9/64	2064-09-24
DATE:26/12/1997	1997-12-26
DATE:14.8.63	2063-08-14
DATE:18/11/2064	2064-11-18
TIME:25/02/2013 at 08:09	2013-02-25T08:09
DATE:16/11/2006	2006-11-16
DATE:26.9.2064	2064-09-26
DATE:15/4/2065	2065-04-15
DATE:5.5.64	2064-05-05
DATE:5/11/1992	1992-11-05
TIME:20/06/2014 at 10:09	2014-06-20T10:09
DATE:23.10.64	2064-10-23
TIME:at 1.56pm on 6/5/13	2013-05-06T13:56
DATE:10/4/2012	2012-04-10
TIME:10/10/2012 at 14:19	2012-10-10T14:19
DATE:3/2/2015	2015-02-03
DATE:24/1/2003	2003-01-24
TIME:22/06/2012 at 12:44	2012-06-22T12:44
DURATION:21 wk	P21W
DURATION:25-29 dy	P27D
TIME:at 12:24pm on 29/4/13	2013-04-29T12:24
DATE:24/4/1987	1987-04-24
DATE:11.10.64	2064-11-10
TIME:1200 06.09.14	2014-09-06T12:00
DATE:20/9/64	2064-09-20
DATE:24.2.64	2064-02-24
DATE:17/3/2065	2065-03-17
DURATION:39 week	P39W
DATE:23/4/63	2063-04-23
DATE:30/1/2064	2064-01-30
DATE:17.1.62	2062-01-17
DATE:20/9/2062	2062-09-20
DATE:9/9/2039	2039-09-09
TIME:04/12/2013 at 08:34	2013-12-04T08:34
DURATION:44-46 mth	P45M
DATE:6/10/1975	1975-06-10
DURATION:six days	P6D
DATE:8.6.64	2064-08-06
TIME:23/09/2014 at 16:51	2014-09-23T16:51
DATE:18/6/2063	2063-06-18
TIME:on 10/4/14 at 15:50pm	2014-04-10T15:50
DATE:16.8.63	2063-08-16
DATE:23/3/2063	2063-03-23
DURATION:two week	P2W
DATE:14/7/64	2064-07-14
TIME:09/02/2015 at 12:33	2015-02-09T12:33
DATE:6.9.63	2063-09-06
DATE:8/11/1999	1999-11-08
DATE:30/10/2064	2064-10-30
DURATION:20-25 months	P22.5M
DURATION:21-22 wk	P21.5W
DATE:5/5/1991	1991-05-05
DATE:16/1/1991	1991-01-16
DATE:9/7/63	2063-09-07
TIME:15/06/2014 at 15:03	2014-06-15T15:03
DURATION:1 mth	P1M
DATE:13/5/2063	2063-05-13
DURATION:35 dys	P35D
DATE:18.7.64	2064-07-18
TIME:12/12/2012 at 09:20	2012-12-12T09:20
DATE:7/10/2063	2063-10-07
DURATION:three day	P3D
DATE:7/3/2062	2062-07-03
